#WTR_V210.200.000.034;NA;NA;NA;11/3/2023;11:40:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189
Test_Number,Test_Name,combined_script_name,Spur_Flag,RX0_script_name,RX1_script_name,RX2_script_name,RX3_script_name,RX4_script_name,RX5_script_name,RX6_script_name,RX7_script_name,RX8_script_name,RX9_script_name,RX10_script_name,TX0_script_name,TX1_script_name,TX2_script_name,FBRX_script_name,GNSS0_script_name,GNSS1_script_name,RX0_LO,RX1_LO,RX2_LO,RX3_LO,RX4_LO,RX5_LO,RX6_LO,RX7_LO,RX8_LO,RX9_LO,RX10_LO,TX0_LO,TX1_LO,TX2_LO,GPS0_LO,GPS1_LO,FBRX_LO,Inband_freq_BB,Inband_input_Power,Inband_Ports,Spur_freq_BB,Spur_BW_Measured,TX0_Port,TX1_Port,TX2_Port,FBRX_Port,TX0_Jammer_Freq,TX0_Jammer_Power,TX0_Jammer_Port,TX1_Jammer_Freq,TX1_Jammer_Power,TX1_Jammer_Port,TX2_Jammer_Freq,TX2_Jammer_Power,TX2_Jammer_Port,RX0_Jammer_Freq,RX0_Jammer_Power,RX0_Jammer_Port,RX1_Jammer_Freq,RX1_Jammer_Power,RX1_Jammer_Port,WIFI_Jammer_Freq,WIFI_Jammer_Power,WIFI_Jammer_Port,GPS_Jammer_Freq,GPS_Jammer_Power,GPS_Jammer_Port,CA_Ports,GainTest_Flag,Gain_Index,Spec_in_dBc,SpurType,CA_Type,Comment,TX0_Waveform,TX1_Waveform,TX_Sig_Setting,TX_Spur_Setting,TX_Power_LUT,TX_RB_coefficient,Spur_RBW,Spur_AVG,RX0_BW,RX1_BW,RX2_BW,RX3_BW,RX4_BW,RX5_BW,RX6_BW,RX7_BW,RX8_BW,RX9_BW,RX10_BW,TX0_BW,TX1_BW,TX2_BW,RX0_CLK,RX1_CLK,RX2_CLK,RX3_CLK,RX4_CLK,RX5_CLK,RX6_CLK,RX7_CLK,RX8_CLK,RX9_CLK,RX10_CLK,TX0_CLK,TX1_CLK,TX2_CLK,XO_freq,RX0_LO_harm,RX1_LO_harm,RX2_LO_harm,RX3_LO_harm,RX4_LO_harm,RX5_LO_harm,RX6_LO_harm,RX7_LO_harm,RX8_LO_harm,RX9_LO_harm,RX10_LO_harm,TX0_LO_harm,TX1_LO_harm,TX2_LO_harm,GPS0_LO_harm,GPS1_LO_harm,XO_harm,WIFI_harm,RxJammer_harm,RX0_CLK_harm,RX1_CLK_harm,RX2_CLK_harm,RX3_CLK_harm,RX4_CLK_harm,RX5_CLK_harm,RX6_CLK_harm,RX7_CLK_harm,RX8_CLK_harm,RX9_CLK_harm,RX10_CLK_harm,TX0_CLK_harm,TX1_CLK_harm,TX2_CLK_harm,refclk_freq,refclk_harm,Combo_band,LO_in_Band_Order,Harm_in_Band_Order,Active_Band,Active_harm,Active_DLP,Combo_num,Path_num,Div_num,PLL_assignment,BW_num,Paired_num,SCA_num,MIMO_num,PRX_ports,DRX_ports,RX_OOB,DL_combo,DL_4X4,UL_combo,Equation,CW_or_Mod,Jammer_Band,Jammer_RxInput,Jammer_Power_PRX,Jammer_Power_DRX,Jammer_Harm,Jammer_Offset,TestNum_Mapping,FR2_Script_name,Band1,LO1_Start,LO1_Stop,Bandwidth1,Tx_RFLO1,Rx_RFLO1,Band2,LO2_Start,LO2_Stop,Bandwidth2,Tx_RFLO2,Rx_RFLO2,Status
1,SP_6DL2UL_T1_F18904_V110,spur_idx_00360_n13A-n25A-n77A_00-02-01_1-1-1_0-2-0_ps1_opt001_subbandopt0,RXBB_FR1,NA,NA,NA,L13_PLB2MLB-DLB2MLB_RP3-R3_5_751p0_8.csv,L13_PLB1-DLB1_RP3-R4_5_751p0_8.csv,L25_PMHB3JB-DMHB3JB_RP4-R5_5_1962p5_4.csv,L25_PMMHB3-DMMHB3_RP4-R6_5_1962p5_4.csv,NA,NA,NA,NA,LT77A_5GLM_UHB_TX0-T0_5_3425p0_2.csv,L25_MB_TX1-T1_5_1882p5_4.csv,NA,NA,NA,NA,NA,NA,NA,753.5,753.5,1932.5,1932.5,NA,NA,NA,NA,3368.28,1852.5,NA,NA,NA,NA,1,-70,NA;NA;NA;NA;NA;NA;PLB2MLB;DLB2MLB;PLB1;DLB1;PMHB3JB;DMHB3JB;PMMHB3;DMMHB3;NA;NA;NA;NA;NA;NA;NA;NA,0.06,4,5GLM_UHB,MB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RX3-P;RX3-D;RX4-P;RX4-D;RX5-P;RX5-D;RX6-P;RX6-D;,Y,1,-70,1B,13-13-25-25-77-77;77-25,6DL2UL,NA,NA,NA,NA,NA,0,25,2,NA,NA,NA,5,5,5,5,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-1,0,NA,NA,NA,NA,2,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n13-n13-n25-n25-n77A-n77A;n77A-n25,753.5:753.5:1932.5:1932.5:NA:NA;1852.5:3368.28;NA:NA;NA,1:0:-1:0:NA:NA;-3:2;NA:NA;NA,B13:B25;B25:B77A,1:-1;-3:2,3:5;1:0,13-13-25-25-77-77;77-25,3-4-5-6-7-8;0-1,8-8-4-4-2-2;2-4,DLP3-PLL3:DLP4-PLL3:DLP5-PLL4:DLP6-PLL4:DLP7-PLL5:DLP8-PLL5;ULP0-PLL0:ULP1-PLL1;FBRXPLL1,5-5-5-5-5-5;0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5-0-0-0-0-0-0-0-5,0-0-2-0-1-0;1-2,0-0-0-0-0-0;0-0,1-1-1-1-1-1;0-0,PLB2MLB;PLB1;PMHB3JB;PMMHB3;PUNA;PMUNA,DLB2MLB;DLB1;DMHB3JB;DMMHB3;DUNA;DMUNA,NA, n13-n25-n77A, n13-n25-n77A, n25-n77A,(+1*B13Rx-1*B25Rx-3*B25Tx+2*B77ATx=0),CW,NA,NA,NA,NA,NA,NA,2_C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new
2,SP_6DL2UL_T2_F18904_V110,spur_idx_00360_n13A-n25A-n77A_00-02-01_1-1-1_0-2-0_ps1_opt001_subbandopt0,RXBB_FR1,NA,NA,NA,L13_PLB2MLB-DLB2MLB_RP3-R3_5_751p0_8.csv,L13_PLB1-DLB1_RP3-R4_5_751p0_8.csv,L25_PMHB3JB-DMHB3JB_RP4-R5_5_1962p5_4.csv,L25_PMMHB3-DMMHB3_RP4-R6_5_1962p5_4.csv,NA,NA,NA,NA,LT77A_5GLM_UHB_TX0-T0_5_3425p0_2.csv,L25_MB_TX1-T1_5_1882p5_4.csv,NA,NA,NA,NA,NA,NA,NA,753.5,753.5,1932.5,1932.5,NA,NA,NA,NA,3368.28,1852.5,NA,NA,NA,NA,1,-70,NA;NA;NA;NA;NA;NA;PLB2MLB;DLB2MLB;PLB1;DLB1;PMHB3JB;DMHB3JB;PMMHB3;DMMHB3;NA;NA;NA;NA;NA;NA;NA;NA,0.06,4,5GLM_UHB,MB,NA,NA,3368.28,-43.5;,PLB2MLB;,1852.5,-31.1;,PLB2MLB;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RX3-P;RX3-D;RX4-P;RX4-D;RX5-P;RX5-D;RX6-P;RX6-D;,Y,1,-70,4A,13-13-25-25-77-77;77-25,6DL2UL,NA,NA,NA,NA,NA,0,25,2,NA,NA,NA,5,5,5,5,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-1,0,NA,NA,NA,NA,2,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n13-n13-n25-n25-n77A-n77A;n77A-n25,753.5:753.5:1932.5:1932.5:NA:NA;1852.5:3368.28;NA:NA;NA,1:0:-1:0:NA:NA;-3:2;NA:NA;NA,B13:B25;B25:B77A,1:-1;-3:2,3:5;1:0,13-13-25-25-77-77;77-25,3-4-5-6-7-8;0-1,8-8-4-4-2-2;2-4,DLP3-PLL3:DLP4-PLL3:DLP5-PLL4:DLP6-PLL4:DLP7-PLL5:DLP8-PLL5;ULP0-PLL0:ULP1-PLL1;FBRXPLL1,5-5-5-5-5-5;0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5-0-0-0-0-0-0-0-5,0-0-2-0-1-0;1-2,0-0-0-0-0-0;0-0,1-1-1-1-1-1;0-0,PLB2MLB;PLB1;PMHB3JB;PMMHB3;PUNA;PMUNA,DLB2MLB;DLB1;DMHB3JB;DMMHB3;DUNA;DMUNA,NA, n13-n25-n77A, n13-n25-n77A, n25-n77A,(+1*B13Rx-1*B25Rx-3*B25Tx+2*B77ATx=0),Mod_TxJ+TxJ,B77;B25,B13;B13,-43.5;-31.1,-43.5;-31.1,2;-3,0;0,2_M1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new
3,SP_6DL2UL_T3_F18904_V110,spur_idx_00360_n13A-n25A-n77A_00-02-01_1-1-1_0-2-0_ps1_opt001_subbandopt0,RXBB_FR1,NA,NA,NA,L13_PLB2MLB-DLB2MLB_RP3-R3_5_751p0_8.csv,L13_PLB1-DLB1_RP3-R4_5_751p0_8.csv,L25_PMHB3JB-DMHB3JB_RP4-R5_5_1962p5_4.csv,L25_PMMHB3-DMMHB3_RP4-R6_5_1962p5_4.csv,NA,NA,NA,NA,LT77A_5GLM_UHB_TX0-T0_5_3425p0_2.csv,L25_MB_TX1-T1_5_1882p5_4.csv,NA,NA,NA,NA,NA,NA,NA,753.5,753.5,1932.5,1932.5,NA,NA,NA,NA,3368.28,1852.5,NA,NA,NA,NA,1,-70,NA;NA;NA;NA;NA;NA;PLB2MLB;DLB2MLB;PLB1;DLB1;PMHB3JB;DMHB3JB;PMMHB3;DMMHB3;NA;NA;NA;NA;NA;NA;NA;NA,0.06,4,5GLM_UHB,MB,NA,NA,3368.28,-43.5;,DLB2MLB;,1852.5,-31.1;,DLB2MLB;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RX3-P;RX3-D;RX4-P;RX4-D;RX5-P;RX5-D;RX6-P;RX6-D;,Y,1,-70,4A,13-13-25-25-77-77;77-25,6DL2UL,NA,NA,NA,NA,NA,0,25,2,NA,NA,NA,5,5,5,5,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-1,0,NA,NA,NA,NA,2,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n13-n13-n25-n25-n77A-n77A;n77A-n25,753.5:753.5:1932.5:1932.5:NA:NA;1852.5:3368.28;NA:NA;NA,1:0:-1:0:NA:NA;-3:2;NA:NA;NA,B13:B25;B25:B77A,1:-1;-3:2,3:5;1:0,13-13-25-25-77-77;77-25,3-4-5-6-7-8;0-1,8-8-4-4-2-2;2-4,DLP3-PLL3:DLP4-PLL3:DLP5-PLL4:DLP6-PLL4:DLP7-PLL5:DLP8-PLL5;ULP0-PLL0:ULP1-PLL1;FBRXPLL1,5-5-5-5-5-5;0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5-0-0-0-0-0-0-0-5,0-0-2-0-1-0;1-2,0-0-0-0-0-0;0-0,1-1-1-1-1-1;0-0,PLB2MLB;PLB1;PMHB3JB;PMMHB3;PUNA;PMUNA,DLB2MLB;DLB1;DMHB3JB;DMMHB3;DUNA;DMUNA,NA, n13-n25-n77A, n13-n25-n77A, n25-n77A,(+1*B13Rx-1*B25Rx-3*B25Tx+2*B77ATx=0),Mod_TxJ+TxJ,B77;B25,B13;B13,-43.5;-31.1,-43.5;-31.1,2;-3,0;0,2_M1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new
4,SP_6DL2UL_T4_F18904_V110,spur_idx_00360_n13A-n25A-n77A_00-02-01_1-1-1_0-2-0_ps1_opt001_subbandopt0,RXBB_FR1,NA,NA,NA,L13_PLB2MLB-DLB2MLB_RP3-R3_5_751p0_8.csv,L13_PLB1-DLB1_RP3-R4_5_751p0_8.csv,L25_PMHB3JB-DMHB3JB_RP4-R5_5_1962p5_4.csv,L25_PMMHB3-DMMHB3_RP4-R6_5_1962p5_4.csv,NA,NA,NA,NA,LT77A_5GLM_UHB_TX0-T0_5_3425p0_2.csv,L25_MB_TX1-T1_5_1882p5_4.csv,NA,NA,NA,NA,NA,NA,NA,753.5,753.5,1932.5,1932.5,NA,NA,NA,NA,3368.28,1852.5,NA,NA,NA,NA,1,-70,NA;NA;NA;NA;NA;NA;PLB2MLB;DLB2MLB;PLB1;DLB1;PMHB3JB;DMHB3JB;PMMHB3;DMMHB3;NA;NA;NA;NA;NA;NA;NA;NA,0.06,4,5GLM_UHB,MB,NA,NA,3368.28,-43.5;-43.5;,PLB2MLB;DLB2MLB;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RX3-P;RX3-D;RX4-P;RX4-D;RX5-P;RX5-D;RX6-P;RX6-D;,Y,1,-70,4A,13-13-25-25-77-77;77-25,6DL2UL,NA,NA,NA,NA,NA,0,25,2,NA,NA,NA,5,5,5,5,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-1,0,NA,NA,NA,NA,2,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n13-n13-n25-n25-n77A-n77A;n77A-n25,753.5:753.5:1932.5:1932.5:NA:NA;1852.5:3368.28;NA:NA;NA,1:0:-1:0:NA:NA;-3:2;NA:NA;NA,B13:B25;B25:B77A,1:-1;-3:2,3:5;1:0,13-13-25-25-77-77;77-25,3-4-5-6-7-8;0-1,8-8-4-4-2-2;2-4,DLP3-PLL3:DLP4-PLL3:DLP5-PLL4:DLP6-PLL4:DLP7-PLL5:DLP8-PLL5;ULP0-PLL0:ULP1-PLL1;FBRXPLL1,5-5-5-5-5-5;0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5-0-0-0-0-0-0-0-5,0-0-2-0-1-0;1-2,0-0-0-0-0-0;0-0,1-1-1-1-1-1;0-0,PLB2MLB;PLB1;PMHB3JB;PMMHB3;PUNA;PMUNA,DLB2MLB;DLB1;DMHB3JB;DMMHB3;DUNA;DMUNA,NA, n13-n25-n77A, n13-n25-n77A, n25-n77A,(+1*B13Rx-1*B25Rx-3*B25Tx+2*B77ATx=0),Mod_TxJ_2Tx,B77,B13,-43.5,-43.5,2,0,2_M1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new
